Rank,Extension_ID,Total_Risk_Score,Risk_Level,Permission_Risk,Host_Risk,User_Factor,Rating_Factor,User_Count,Rating,Review_Count,Host_Permissions_Count,Risky_Permissions_Count,Additional_Flags
544,jnicaejpjknkcdehdinboajeemegmibh,152.0,Critical,27,124,0.0,1.0,19,5.0,0,16,6,Content Scripts; Web Accessible Resources
545,gccdgolpgpfdmhiplanfhieenkefplkd,152.0,Critical,39,112,0.0,1.0,463,5.0,0,14,7,Content Scripts; Web Accessible Resources
546,ahclfnpmodphlaiidnpjlkndabpnihea,152.0,Critical,16,136,1.0,-1.0,50000,4.83030303030303,660,17,5,Content Scripts; Web Accessible Resources
547,gjobaaakoefjgpnocgminccbdcggohnl,152.0,Critical,24,128,0.5,-0.5,9000,3.7776349614395888,778,16,5,Web Accessible Resources
548,hbhdepogdnphlloancjiifodpchlkeam,151.5,Critical,38,112,0.5,1.0,3000,5.0,2,14,7,Content Scripts; Web Accessible Resources
549,jcjhfdkgoknpajcmibcodfibkklpmknc,151.0,Critical,38,112,0.0,1.0,550,5.0,0,14,6,Content Scripts; Web Accessible Resources
550,ajobmpflmpjpjiecaccdkghhmfmfdjhl,151.0,Critical,26,124,0.0,1.0,213,5.0,0,16,5,Externally Connectable; Content Scripts; Web Accessible Resources
551,bejghfnahjjdffjmbfooochffgcgofok,151.0,Critical,22,128,1.0,0.0,30000,4.323529411764706,68,16,5,Content Scripts; Web Accessible Resources
552,ogcajcodaeoddheebcooklmgnmojdmlh,151.0,Critical,38,112,0.0,1.0,331,5.0,0,14,6,Content Scripts; Web Accessible Resources
553,cdlolbjoiakagbofbpplnembocmeblce,151.0,Critical,14,136,0.0,1.0,10,5.0,1,17,2,Content Scripts
554,pfffkcgkamnolobimklembffchhlkkik,150.5,Critical,10,140,0.5,0.0,3000,3.68,25,18,2,Content Scripts
555,dcobodbibhecmhnamioljhlnaeoimbcd,150.5,Critical,60,90,0.5,0.0,1000,4.5,22,15,10,Externally Connectable; Content Scripts; Web Accessible Resources
556,iddfcfhbiadoapdclijnjfnihmbjnapc,150.0,Critical,53,96,0.0,1.0,29,5.0,0,26,10,Content Scripts; Web Accessible Resources
557,neaeocacoahjppeaffkcahbpcmadiifg,150.0,Critical,17,132,0.0,1.0,55,5.0,0,17,3,Content Scripts
558,eebpkbhdjgmbdbnpehlibjmaodgojfib,149.0,Critical,0,148,0.0,1.0,155,5.0,0,19,0,Content Scripts
559,hpdonlnaehfbmhaeajlppcfkngapiofj,148.0,Critical,11,136,0.0,1.0,464,5.0,1,17,2,Externally Connectable; Web Accessible Resources
560,dbplkdfbbcakjgpejbaniinmgepdgmfd,148.0,Critical,15,132,0.0,1.0,2,5.0,0,31,2,Content Scripts; Web Accessible Resources
561,agommbncbpljljmebibehajcmkhfngnn,148.0,Critical,31,116,0.0,1.0,336,5.0,1,16,4,Externally Connectable; Content Scripts
562,mehipcdhalmoecjhhfcgmiodeokllnno,148.0,Critical,11,136,0.0,1.0,143,5.0,1,17,4,Externally Connectable; Content Scripts; Web Accessible Resources
563,omgbjogoopckodmjecbhajphicgojnnd,148.0,Critical,27,120,0.0,1.0,581,5.0,1,15,6,Content Scripts; Web Accessible Resources
564,gflnbhekgigfmphagnjnjloiieonplmm,148.0,Critical,11,136,0.0,1.0,1,5.0,0,17,4,Externally Connectable; Content Scripts; Web Accessible Resources
565,djjjmdgomejlopjnccoejdhgjmiappap,148.0,Critical,39,108,1.5,-0.5,700000,3.926872246696035,1135,13,7,Externally Connectable; Content Scripts; Web Accessible Resources
566,fcnkghddenbnngmhgckoklpllkmcncei,147.5,Critical,2,144,0.5,1.0,1000,5.0,7,18,1,Content Scripts; Web Accessible Resources
567,dleebjeddgmiegbcpkfpcmamfiblbijm,147.0,Critical,11,136,0.0,0.0,598,3.9166666666666665,12,18,2,Externally Connectable; Content Scripts
568,mglkfkclbnnnfepnmgeeggfmpllkjjga,147.0,Critical,25,120,1.0,1.0,10000,4.25,8,17,4,Externally Connectable; Content Scripts; Web Accessible Resources
569,plkijcgnmkbbbapogabhniobpgflnbhp,147.0,Critical,26,120,0.0,1.0,203,5.0,6,15,5,Content Scripts; Web Accessible Resources
570,baigfnhcfjaehfeihnpghahhaceapfme,146.5,Critical,34,112,1.0,-0.5,10000,3.6143790849673203,153,21,8,Content Scripts; Web Accessible Resources
571,dkkkfhhihinklhahajcbngcakdnjhbpl,146.5,Critical,9,136,0.5,1.0,1000,5.0,0,17,1,Content Scripts
572,fibbodpcldlooemofpgjjihkhgaffebh,146.5,Critical,10,136,0.5,0.0,6000,4.705882352941177,17,17,2,Externally Connectable; Content Scripts
573,fjkfcfbnodbbcgnpllhpjgbiohjepilo,146.5,Critical,2,144,0.5,0.0,4000,4.75,16,18,1,Content Scripts
574,ledhmcolmgjbkplfmppjfglgfpefmpbe,146.0,Critical,50,96,0.5,-0.5,7000,4.633986928104576,153,12,10,Content Scripts; Web Accessible Resources
575,njbkgonbenieolbgodellohlfieoedig,146.0,Critical,26,120,0.0,0.0,845,4.6,10,15,4,Externally Connectable; Content Scripts
576,igldobfphppodifdnpealajhijnpaohf,146.0,Critical,25,120,1.0,0.0,30000,3.6545454545454548,55,15,4,Content Scripts
577,almalgbpmcfpdaopimbdchdliminoign,146.0,Critical,50,96,1.0,-1.0,40000,4.574144486692015,526,22,9,Content Scripts; Web Accessible Resources
578,okielmjkemkemnliimmofopifejnbjel,146.0,Critical,25,120,0.0,1.0,837,5.0,1,15,5,Externally Connectable; Content Scripts
579,ppdakpfeaodfophjplfdedpcodkdkbal,145.5,Critical,53,92,1.0,-0.5,60000,4.360919540229885,435,15,10,Externally Connectable; Content Scripts; Web Accessible Resources
580,mnjbegjplimkhehleafhbnfeahgkffhp,145.5,Critical,52,92,0.5,1.0,1000,4.428571428571429,7,25,9,Content Scripts; Web Accessible Resources
581,iddjifkhlboklmognibdadieodidkhcm,145.5,Critical,40,104,1.0,0.5,10000,2.5172413793103448,58,13,9,Externally Connectable; Content Scripts; Web Accessible Resources
582,eabpolgjfkpchgffbkiedgfemcgbnbde,145.5,Critical,40,104,0.5,1.0,1000,5.0,7,13,7,Content Scripts; Web Accessible Resources
583,cebiinohijkodbghgbioiiebgfdbhdbo,145.0,Critical,0,144,0.0,1.0,1,5.0,0,18,0,Content Scripts
584,paiaiacljhoakclndaidkkcdcojjhekk,145.0,Critical,8,136,0.0,1.0,37,5.0,0,17,1,
585,obnepiofnmcingfkocijgmnlglnkpide,145.0,Critical,24,120,0.0,1.0,17,5.0,0,15,4,Content Scripts; Web Accessible Resources
586,khcfgonjedepfhdepncicddcibcldekp,145.0,Critical,16,128,0.0,1.0,518,5.0,0,64,5,Content Scripts
587,jdlodoojobdoikikdmiaalhemcnmdaob,145.0,Critical,36,108,0.0,1.0,9,5.0,0,15,6,Content Scripts; Web Accessible Resources
588,ljodngmjfoeaaoniljoifimkagdlkofn,145.0,Critical,0,144,0.0,1.0,2,5.0,0,24,0,Content Scripts
589,ogmbfahmbffjabepohiadhikjpgjbhig,145.0,Critical,24,120,0.0,1.0,101,5.0,0,26,4,
590,hcgeihlgddmbcpjogjegnknjapcfhjnb,145.0,Critical,0,144,0.0,1.0,3,5.0,0,18,0,
591,pdlnaniemlhepmcaijljdcbgbeklagjm,144.5,Critical,40,104,0.5,0.0,8000,4.333333333333333,12,13,7,Web Accessible Resources
592,ladhbdfdpfjaeonkdmdnogplgbpoiaja,144.5,Critical,0,144,0.5,0.0,4000,5.0,14,18,0,Content Scripts
593,fphfjnoofajmjegmgdonaedncbgmbcpm,144.0,Critical,41,102,1.0,0.0,30000,4.1875,16,20,7,Content Scripts; Web Accessible Resources
594,dmjolonnolpemggfolncfiphipoiphgp,144.0,Critical,23,120,0.0,1.0,0,5.0,0,18,5,Externally Connectable; Content Scripts; Web Accessible Resources
595,binmakecefompkjggiklgjenddjoifbb,144.0,Critical,23,120,0.0,1.0,230,5.0,3,15,4,
596,oaljpapbocgcgdmpbigllilolfgebhnl,144.0,Critical,25,118,0.0,1.0,31,5.0,1,59,5,Content Scripts; Web Accessible Resources
597,nbaphkfaldpnmeinjnbcocghdgekncfi,144.0,Critical,25,118,0.0,1.0,1,5.0,3,59,5,Content Scripts; Web Accessible Resources
598,ajihecfieeboihmddnpccimnkoalofpn,144.0,Critical,15,128,0.0,1.0,3,5.0,0,16,2,Externally Connectable; Content Scripts
599,lkkbfcdfcllgbcllehlpbhkfihdceccm,144.0,Critical,24,120,0.0,0.0,492,4.5,12,20,5,Content Scripts; Web Accessible Resources
600,inlfbeejfdgkknpiodhemfcokbdgofja,144.0,Critical,44,100,0.5,-0.5,7000,4.921568627450981,153,12,8,Content Scripts; Web Accessible Resources
601,jdmfbjbmabnleofpjeckeeihjifegini,143.5,Critical,7,136,0.5,0.0,1000,5.0,39,30,1,Content Scripts; Web Accessible Resources
602,knhjggkkeoamjgogdmmefekofllomhea,143.5,Critical,27,116,1.0,-0.5,10000,4.372549019607843,153,20,6,Content Scripts
603,mgibnbelkfjiljlimjcmaomokehnngfl,143.5,Critical,23,120,1.0,-0.5,10000,4.945686900958466,313,15,6,Content Scripts; Web Accessible Resources
604,lbieilhpleiiabpdjbcfdbgamhbhoibg,143.0,Critical,22,120,0.0,1.0,13,5.0,0,15,4,Content Scripts; Web Accessible Resources
605,ejhfbeklicegcadjpagdnacpjennhenb,143.0,Critical,14,128,0.0,1.0,7,3.0,2,16,3,
606,pghmiecjdbdaibecngmefbdmglkcboof,143.0,Critical,2,140,0.0,1.0,557,5.0,1,17,1,
607,gnbfbnpjncpghhjmmhklfhcglbopagbb,143.0,Critical,26,116,0.0,1.0,258,5.0,0,29,6,Content Scripts; Web Accessible Resources
608,okbfobojpclgmdllihgckbgiofaidgmf,143.0,Critical,18,124,0.0,1.0,40,5.0,0,16,3,Externally Connectable
609,gkhaokjljijoicfeblfolngmjieklihc,142.5,Critical,30,112,0.5,0.0,6000,4.642857142857143,14,14,5,Web Accessible Resources
610,neebplgakaahbhdphmkckjjcegoiijjo,142.5,Critical,22,120,2.0,-1.5,4000000,4.718882817243473,4941,15,5,Content Scripts; Web Accessible Resources
611,kmlhokkoiomihdgpjicaadookjcmlgbl,142.0,Critical,13,128,0.0,1.0,34,5.0,0,16,5,Content Scripts; Web Accessible Resources
612,olhhmicighhhfokcaafaagokgpdhmoch,142.0,Critical,9,132,0.0,1.0,8,5.0,1,18,1,Content Scripts; Web Accessible Resources
613,olimcenppncifgiahopimblidefpdffi,142.0,Critical,12,128,1.5,0.5,200000,2.904,125,16,3,Content Scripts; Web Accessible Resources
614,nckdedpgddpkcaagfabkfdhocgmkcndb,141.5,Critical,0,140,0.5,1.0,1000,5.0,2,18,0,Content Scripts
615,inmneomoclbfckggkehdaimnamkekpnc,141.5,Critical,28,112,0.5,1.0,2000,5.0,5,14,5,Content Scripts
616,bkfgaanpfhcaccglgjbccfgmhmfcjlpj,141.5,Critical,9,132,0.5,0.0,3000,4.314814814814815,54,17,5,Content Scripts; Web Accessible Resources
617,lkpdifbfjagcahbgchbffflbdopoegjm,141.0,Critical,20,120,0.0,1.0,5,5.0,2,15,4,Content Scripts
618,kcgcknjnagmmfimcplkbbkgphhbfnphn,141.0,Critical,20,120,0.0,1.0,4,5.0,0,15,5,Externally Connectable; Content Scripts; Web Accessible Resources
619,lndncdabdmenfjhhaphpgeclpaohmked,141.0,Critical,12,128,0.0,1.0,629,5.0,1,16,3,Content Scripts; Web Accessible Resources
620,jfdggalicfmghickbekdjmegipebcggh,141.0,Critical,20,120,0.0,1.0,308,4.0,2,15,5,Externally Connectable; Content Scripts; Web Accessible Resources
621,ejfnalicoejheniagembagjbjeadafhp,141.0,Critical,0,140,0.0,1.0,700,5.0,0,18,0,Content Scripts
622,pmchdflhnbjndciikdgpikckfighinaf,141.0,Critical,20,120,0.0,1.0,4,5.0,2,15,4,
623,epcpfbncpjfomakgdophbanbkdeonkhc,141.0,Critical,20,120,1.0,0.0,30000,3.5,60,20,4,Content Scripts; Web Accessible Resources
624,mdlnjfcpdiaclglfbdkbleiamdafilil,140.5,Critical,19,120,1.5,0.0,200000,3.4363636363636365,55,15,3,Content Scripts
625,ekcgkejcjdcmonfpmnljobemcbpnkamh,140.5,Critical,20,120,2.0,-1.5,2000000,4.571494107864782,34877,15,5,Externally Connectable; Content Scripts; Web Accessible Resources
626,mapbnmkenejciggnkildgcohibbnhnmm,140.5,Critical,76,64,0.5,0.0,2000,4.0,29,8,13,Externally Connectable; Content Scripts; Web Accessible Resources
627,nfciaicdjmilipnlpkdmpplabgomgfmk,140.5,Critical,52,88,0.5,0.0,5000,4.1,20,12,11,Content Scripts; Web Accessible Resources
628,ehkpneicmpbdejpoancidgkejlkahjgo,140.5,Critical,12,128,1.0,-0.5,80000,3.838345864661654,266,16,3,
629,hfnnhnkkpgbjkapnhmfhdljhffplhohp,140.0,Critical,19,120,0.0,1.0,8,5.0,2,15,4,Content Scripts
630,cpadjnjkbhdiinmgnbagonajnnkanggm,140.0,Critical,12,128,0.0,0.0,242,5.0,12,16,3,
631,ngmefbinfoehcmkejelffgafddimffkl,140.0,Critical,21,118,0.0,1.0,42,5.0,0,16,5,Externally Connectable; Content Scripts; Web Accessible Resources
632,chhgomfjadniehakfodegblpbkfancgk,140.0,Critical,19,120,0.0,1.0,793,5.0,2,15,3,Content Scripts; Web Accessible Resources
633,blndbjkicjhcbpldeamfbdoeekcbampi,140.0,Critical,35,104,1.0,0.0,10000,3.0384615384615383,26,13,6,Web Accessible Resources
634,iaalpfgpbocpdfblpnhhgllgbdbchmia,140.0,Critical,19,120,1.0,0.0,10000,4.657894736842105,76,15,4,Content Scripts; Web Accessible Resources
635,hdgfagobifamclbicbnopfpgmmablfnc,140.0,Critical,18,120,1.0,1.0,40000,5.0,2,15,2,Content Scripts
636,nkpdpmomjhifdobiopmgfjjffacldfje,140.0,Critical,41,98,1.0,0.0,70000,4.839080459770115,87,31,8,Content Scripts; Web Accessible Resources
637,fgcghfodlieipeodobodigpakabehako,139.5,Critical,38,100,1.0,0.5,10000,2.9411764705882355,17,13,7,Externally Connectable; Content Scripts; Web Accessible Resources
638,ickcnpogpccagkhpcmibbkmdlnhiepda,139.5,Critical,15,124,1.0,-0.5,30000,4.5040871934604905,367,16,3,Externally Connectable; Content Scripts; Web Accessible Resources
639,ahhmgppmgjbladmnpiepbmlbpdlnpoii,139.0,Critical,14,124,0.0,1.0,2,5.0,2,31,2,
640,fcijlbjmnlhnkjnnffcpmiejcfdckfek,139.0,Critical,10,128,0.0,1.0,10,5.0,0,16,3,
641,cocagemdebkokapokdkmbomcijnjaigh,139.0,Critical,2,136,0.0,1.0,148,5.0,2,17,1,Externally Connectable; Content Scripts
642,gmfbegokkdolaokghlfnohddllgbbohd,139.0,Critical,2,136,1.0,0.0,10000,4.2105263157894735,19,17,1,
643,oocoibgfbhcplhnfdjldohepoeboiloo,139.0,Critical,18,120,1.0,0.0,80000,3.4516129032258065,31,15,4,Content Scripts
644,mnplmcgaklbhpennjinecnkjpedmfejc,139.0,Critical,25,112,1.0,1.0,10000,5.0,0,14,5,Content Scripts; Web Accessible Resources
645,mkhmolemjhehekdoadfbdghogiifamjf,139.0,Critical,10,128,0.0,1.0,47,5.0,0,16,2,Web Accessible Resources
646,pphgdbgldlmicfdkhondlafkiomnelnk,139.0,Critical,53,86,1.5,-1.5,300000,4.660883280757098,1268,19,9,Content Scripts; Web Accessible Resources
647,gmcdjblnokdfaicekifdgkpmakafenho,138.5,Critical,9,128,0.5,1.0,8000,5.0,0,16,1,Externally Connectable
648,ammjngimknmmohokfkjhoaihoappnlbl,138.5,Critical,9,128,0.5,1.0,8000,5.0,0,16,1,Externally Connectable
649,cgkmhlnbmfjmlplmcdnannneiplmjiba,138.5,Critical,23,114,0.5,1.0,4000,4.285714285714286,7,19,5,
650,fddfgodohmiojhpbkobafmkemkocjmdp,138.0,Critical,25,112,0.0,1.0,71,5.0,8,14,5,Content Scripts; Web Accessible Resources
651,fcbfmmlpdcmlhgpkhbffkemhjahnddoa,138.0,Critical,9,128,0.0,1.0,246,5.0,2,16,1,Externally Connectable
652,oefmkijodceihpocdngoakldinfophgn,138.0,Critical,9,128,0.0,1.0,0,5.0,0,31,1,Externally Connectable
653,adhjpaicdpnchoggbnafkdghdodcmgge,138.0,Critical,13,124,0.0,1.0,35,5.0,0,28,4,Content Scripts; Web Accessible Resources
654,oehiikblgigeblhnicnicacehklpfkei,138.0,Critical,9,128,0.0,1.0,7,5.0,1,17,1,Content Scripts
655,dlcbeoneheefpfoahnmmdlealkeakebj,138.0,Critical,9,128,0.0,1.0,57,5.0,3,16,1,Externally Connectable
656,eflhgammlcofelhagioegonghdmhabmk,137.5,Critical,37,100,0.5,0.0,7000,4.896551724137931,29,15,7,Externally Connectable; Content Scripts; Web Accessible Resources
657,nicimijlbggbdfnooghfkjpcbllphjcc,137.0,Critical,17,120,0.0,0.0,438,5.0,12,18,4,Content Scripts; Web Accessible Resources
658,gbiblefbojgmcohopolhadmiommfahnl,137.0,Critical,4,132,0.0,1.0,155,5.0,7,66,1,
659,hebhecgpcdjdgilphnbcgocoanajddig,137.0,Critical,8,128,0.0,1.0,18,4.0,1,32,1,
660,aapmfnbcggnbcghjipmpcngmflbjjfnb,136.5,Critical,7,128,0.5,1.0,1000,4.5,8,16,2,Content Scripts; Web Accessible Resources
661,namlmnoojinjjdebklfeadohfdmbpong,136.0,Critical,19,116,0.0,1.0,435,5.0,8,16,4,
662,enbdjmlmnmejplhmaehapefabinjcgmn,136.0,Critical,99,36,0.0,1.0,2,5.0,0,4,19,Content Scripts; Web Accessible Resources
663,mpgbnomjeknjibagbibcekagfnhgokgc,136.0,Critical,47,88,0.0,1.0,0,5.0,0,11,8,Content Scripts; Web Accessible Resources
664,aleoomdhnjddjlmfocibikjdpkdpadko,135.5,Critical,15,120,0.5,0.0,2000,4.368421052631579,19,15,2,Web Accessible Resources
665,eljddogfdgnndbemlmjgmocgjpniamie,135.5,Critical,7,128,0.5,0.0,7000,5.0,10,16,1,Externally Connectable
666,oaflcfpfbadadlpedcaenffejghilmdl,135.0,Critical,34,100,0.0,1.0,653,5.0,0,13,6,Content Scripts
667,iecimkikbebkoegfghjdgakoelmejldp,135.0,Critical,34,100,0.0,1.0,55,5.0,7,23,8,Externally Connectable; Content Scripts; Web Accessible Resources
668,ecfpkdogmfbflnkkdiijkpojoebcadha,135.0,Critical,6,128,0.0,1.0,2,5.0,1,17,1,Content Scripts
669,dgicjglldniknbjjipebginbhlhnkigh,134.0,Critical,37,96,0.0,1.0,103,4.0,4,13,6,Externally Connectable; Content Scripts
670,ppbhmimgddbekjbphphfgidoeihhfokp,134.0,Critical,9,124,0.0,1.0,5,5.0,2,16,1,Content Scripts; Web Accessible Resources
671,bkjachlealjpahiicgagjdlddbenjjcn,134.0,Critical,10,124,0.0,0.0,360,3.588235294117647,17,16,2,Content Scripts; Web Accessible Resources
672,enhpjjojmnlnaokmppkkifgaonfojigl,133.5,Critical,29,104,0.5,0.0,2000,4.967213114754099,61,13,5,Externally Connectable; Content Scripts; Web Accessible Resources
673,pckkddchhdhkfapanbkcalloijbbjhbd,133.5,Critical,22,112,1.0,-1.5,20000,4.800078400627205,2551,14,5,Content Scripts; Web Accessible Resources
674,gcniklopcjcohhkeldmfbjocjmngakne,133.5,Critical,12,120,0.5,1.0,7000,5.0,3,15,3,Content Scripts; Web Accessible Resources
675,pdfdjfoigmkblodhcoclpnicpkplbjhf,133.5,Critical,28,104,0.5,1.0,3000,4.333333333333333,3,19,5,Externally Connectable; Content Scripts; Web Accessible Resources
676,ebhnkfgjoihfajdoghfcfjliagjcnnjd,133.0,Critical,0,132,0.0,1.0,712,5.0,0,17,0,Content Scripts
677,oldhjammhkghhahhhdcifmmlefibciph,133.0,Critical,36,96,0.0,1.0,100,5.0,0,12,7,
678,bjkonndanlkmlblaigioboojghdagfgp,133.0,Critical,0,132,0.0,1.0,0,5.0,0,33,0,Content Scripts
679,ondbbmmighfgfddckpkbpkonfdlnaocc,132.5,Critical,16,116,0.5,0.0,4000,4.255813953488372,43,15,4,Content Scripts; Web Accessible Resources
680,megdbojiheokkbbdigblhjahgfhgmelb,132.0,Critical,27,104,0.0,1.0,377,5.0,1,13,5,Content Scripts; Web Accessible Resources
681,jafbgebfjkfejghbdeohaadmfghkmjlo,132.0,Critical,3,128,0.0,1.0,48,4.2,5,16,2,Content Scripts
682,nbddbjjadafijkmiglgdfbolkjgiopip,132.0,Critical,19,112,0.0,1.0,366,1.4545454545454546,11,14,3,Content Scripts; Web Accessible Resources
683,inblpolgchbcgmocpnalobjmmaldkjap,131.5,Critical,27,104,1.0,-0.5,70000,4.094117647058823,170,13,5,Content Scripts; Web Accessible Resources
684,ocopgnklkdgjomofiklloofpognlhgic,131.5,Critical,41,90,0.5,0.0,1000,3.2142857142857144,14,13,8,Externally Connectable; Content Scripts; Web Accessible Resources
685,ikoompcclgdajbbijbhpgfpigolnbgpk,131.5,Critical,23,108,0.5,0.0,2000,4.1875,16,27,4,
686,lhmbldieciaahnncgkcfcknfpaloadjf,131.0,Critical,18,112,0.0,1.0,138,5.0,2,14,3,
687,bebnmfmkmhgngfpnagfcjleedcahhgco,131.0,Critical,10,120,0.0,1.0,2,5.0,2,15,2,Content Scripts; Web Accessible Resources
688,mbgdhklndilcojhbgaalelolcaiojleb,131.0,Critical,26,104,0.0,1.0,70,5.0,1,13,4,Content Scripts
689,gcbadlckffinheaohhpphacjmpnkhhdf,131.0,Critical,10,120,0.0,1.0,111,5.0,4,15,2,Content Scripts; Web Accessible Resources
690,bhbjeiakaipnnbkacfhdphpjlnnnpmce,131.0,Critical,18,112,0.0,1.0,17,5.0,1,14,4,Content Scripts; Web Accessible Resources
691,fcdhhedelfafldbfnngdmlopdafheipi,131.0,Critical,2,128,0.0,1.0,1,5.0,0,16,1,Content Scripts
692,helpdjoegimlafjfjodpkophjkifbeek,131.0,Critical,34,96,0.0,1.0,147,5.0,3,21,5,Externally Connectable; Content Scripts; Web Accessible Resources
693,lpndlmhmkpjaobbdohjebibkdomnjffe,131.0,Critical,10,120,0.0,1.0,27,5.0,0,15,2,Content Scripts; Web Accessible Resources
694,facccccfafbpmiaaakapkgdepkcfajil,131.0,Critical,6,124,0.0,1.0,14,5.0,1,30,1,
695,ohnjgmpcibpbafdlkimncjhflgedgpam,130.5,Critical,2,128,1.0,-0.5,80000,4.2317073170731705,246,29,1,Content Scripts
696,iajpapiodpjcgiocblamfbdollecekmh,130.5,Critical,116,14,0.5,0.0,4000,3.44,25,2,21,
697,plbmfiddkconhggnddmgmcegdaaeckhg,130.0,Critical,9,120,0.0,1.0,192,4.4,5,15,1,Externally Connectable
698,lkapohmfgioeoeignbaelibbpmligchb,130.0,Critical,37,92,0.0,1.0,873,5.0,3,13,6,Externally Connectable; Content Scripts; Web Accessible Resources
699,loeaogallpcfmlcblicaanimikjhepof,130.0,Critical,27,102,0.0,1.0,152,4.2,5,14,6,Content Scripts; Web Accessible Resources
700,agaedhocbcdbecdbfeompgapjljglfef,130.0,Critical,9,120,0.0,1.0,266,1.4285714285714286,7,15,2,
701,okdeofiopjmhefmapgjmmchdejciamgi,130.0,Critical,2,128,0.5,-0.5,3000,4.686411149825784,287,16,1,Content Scripts; Web Accessible Resources
702,bgmajbfhmmngpeffodooedicnnbdhjob,130.0,Critical,21,108,0.0,1.0,4,5.0,1,18,5,Content Scripts
703,fifaampimdjablpkjapdjehjcfloecjp,130.0,Critical,13,116,1.0,0.0,10000,3.3684210526315788,57,15,3,Content Scripts; Web Accessible Resources
704,ffkajphdbhhhbangnlfnefcjndcjogle,129.0,Critical,0,128,0.0,1.0,16,5.0,0,16,0,Content Scripts
705,hcfnccogkfkbicapiclgdoeaibehddgg,129.0,Critical,16,112,0.0,1.0,80,5.0,0,20,3,Content Scripts
706,kiflldcaeicanjgllhgnaglkomifgiao,129.0,Critical,16,112,0.0,1.0,5,5.0,1,14,3,
707,cfdejpnjlpfipaopmelpmkmgbogjacmj,129.0,Critical,0,128,0.0,1.0,0,5.0,0,16,0,Content Scripts
708,mgfhagpilknmpikldeeeapebfgnjlmpg,129.0,Critical,8,120,0.0,1.0,0,5.0,0,15,2,
709,adobfkcnfkodjfobnndpfipdanhdcafm,129.0,Critical,16,112,0.0,1.0,226,5.0,2,22,3,Web Accessible Resources
710,egoipeajdgeadgkoejbohibgjmiabmpg,128.5,Critical,24,104,0.5,0.0,1000,3.357142857142857,14,13,4,Content Scripts
711,idnackiimdohbfkpcpoakocfkbenhpdf,128.5,Critical,23,104,0.5,1.0,1000,3.857142857142857,7,13,4,Content Scripts; Web Accessible Resources
712,cphagceemhgokfclmbnkpfkmchbfnclb,128.5,Critical,8,120,0.5,0.0,3000,4.705882352941177,34,15,2,
713,ehpiejnmbdjkaplmbafaejdhodalfbie,128.5,Critical,54,74,0.5,0.0,7000,4.55,20,9,8,Content Scripts; Web Accessible Resources
714,kpbnombpnpcffllnianjibmpadjolanh,128.0,Critical,64,64,1.5,-1.5,200000,4.6116191500806885,3718,8,13,Content Scripts; Web Accessible Resources
715,edghcjplcffgdfbnfohbpncabclcablh,128.0,Critical,35,92,0.0,1.0,481,5.0,2,14,7,Externally Connectable; Content Scripts; Web Accessible Resources
716,gihdnmcmfjocanmgagkacbglnckbbean,128.0,Critical,39,88,0.0,1.0,98,5.0,2,22,9,Content Scripts; Web Accessible Resources
717,ndmgohcmefhejdeeldphigfkfhbaejak,128.0,Critical,39,88,0.0,1.0,40,5.0,0,22,9,Content Scripts; Web Accessible Resources
718,amlpnkfionniifnajgcalfndolieichk,127.5,Critical,31,96,0.5,0.0,8000,4.768115942028985,69,12,5,Content Scripts; Web Accessible Resources
719,iibelmbpnbncngohbkdambdeachealbi,127.5,Critical,30,96,0.5,1.0,2000,5.0,3,15,6,Content Scripts; Web Accessible Resources
720,abfpabcljnjfonkbepfodpdembndjjnk,127.5,Critical,23,104,0.5,0.0,1000,4.833333333333333,18,13,5,Content Scripts; Web Accessible Resources
721,eebnbmbhdfnfhfhigoklhaklkodghbla,127.0,Critical,21,104,1.5,0.5,900000,2.7796610169491527,59,26,4,Content Scripts; Web Accessible Resources
722,fhjakoflofojhhkgflgcbnedchpmonpf,127.0,Critical,22,104,0.0,1.0,6,5.0,0,13,3,
723,copefbmmihcapiapofacamgialdgcibp,127.0,Critical,14,112,0.0,1.0,2,5.0,0,14,2,
724,cmihhekbihecfajbiokajdiajnffdfpn,126.5,Critical,2,124,0.5,0.0,6000,4.82258064516129,62,16,1,Content Scripts; Web Accessible Resources
725,lojdmgdchjcfnmkmodggbaafecagllnh,126.5,Critical,58,68,1.0,-0.5,80000,4.877551020408164,245,10,11,Externally Connectable; Content Scripts; Web Accessible Resources
726,oognmcankfkicedjeafnkffonabmbaaj,126.5,Critical,14,112,0.5,0.0,1000,4.622641509433962,53,14,4,Content Scripts; Web Accessible Resources
727,epmoalifjkindojmnghlpeocbhihdhdm,126.0,Critical,29,96,0.0,1.0,19,5.0,1,24,5,Externally Connectable; Content Scripts; Web Accessible Resources
728,efobhpdmmcphflcceogcegemhmfdhial,126.0,Critical,33,92,0.0,1.0,35,5.0,2,12,6,Content Scripts
729,honhjfggimceilifkjmeipggojikkbdn,126.0,Critical,14,112,0.0,0.0,420,4.733333333333333,15,28,2,
730,cgejkofhdaffiifhcohjdbbheldkiaed,126.0,Critical,17,108,1.0,0.0,10000,4.580645161290323,31,26,3,Externally Connectable; Content Scripts; Web Accessible Resources
731,gnjkigilmbhgialkhplongcgabkicgie,125.5,Critical,0,124,0.5,1.0,2000,5.0,5,16,0,Content Scripts
